Date,Year,Quarter,Quarter (Q),Quarter & Year,Month,Month Name,Month & Year,Week of Year,Week of Year (W),Day of Week,Day Name
08/01/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,32,Week 32,2,Tuesday
08/02/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,32,Week 32,3,Wednesday
08/03/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,32,Week 32,4,Thursday
08/04/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,32,Week 32,5,Friday
08/05/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,32,Week 32,6,Saturday
08/06/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,32,Week 32,7,Sunday
08/07/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,33,Week 33,1,Monday
08/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,33,Week 33,2,Tuesday
08/09/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,33,Week 33,3,Wednesday
08/10/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,33,Week 33,4,Thursday
08/11/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,33,Week 33,5,Friday
08/12/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,33,Week 33,6,Saturday
13/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,33,Week 33,7,Sunday
14/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,34,Week 34,1,Monday
15/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,34,Week 34,2,Tuesday
16/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,34,Week 34,3,Wednesday
17/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,34,Week 34,4,Thursday
18/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,34,Week 34,5,Friday
19/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,34,Week 34,6,Saturday
20/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,34,Week 34,7,Sunday
21/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,35,Week 35,1,Monday
22/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,35,Week 35,2,Tuesday
23/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,35,Week 35,3,Wednesday
24/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,35,Week 35,4,Thursday
25/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,35,Week 35,5,Friday
26/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,35,Week 35,6,Saturday
27/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,35,Week 35,7,Sunday
28/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,36,Week 36,1,Monday
29/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,36,Week 36,2,Tuesday
30/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,36,Week 36,3,Wednesday
31/08/2017,2017,3,Q3,2017 - Q3,8,Aug,17-Aug,36,Week 36,4,Thursday
09/01/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,36,Week 36,5,Friday
09/02/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,36,Week 36,6,Saturday
09/03/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,36,Week 36,7,Sunday
09/04/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,37,Week 37,1,Monday
09/05/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,37,Week 37,2,Tuesday
09/06/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,37,Week 37,3,Wednesday
09/07/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,37,Week 37,4,Thursday
09/08/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,37,Week 37,5,Friday
09/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,37,Week 37,6,Saturday
09/10/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,37,Week 37,7,Sunday
09/11/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,38,Week 38,1,Monday
09/12/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,38,Week 38,2,Tuesday
13/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,38,Week 38,3,Wednesday
14/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,38,Week 38,4,Thursday
15/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,38,Week 38,5,Friday
16/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,38,Week 38,6,Saturday
17/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,38,Week 38,7,Sunday
18/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,39,Week 39,1,Monday
19/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,39,Week 39,2,Tuesday
20/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,39,Week 39,3,Wednesday
21/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,39,Week 39,4,Thursday
22/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,39,Week 39,5,Friday
23/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,39,Week 39,6,Saturday
24/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,39,Week 39,7,Sunday
25/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,40,Week 40,1,Monday
26/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,40,Week 40,2,Tuesday
27/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,40,Week 40,3,Wednesday
28/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,40,Week 40,4,Thursday
29/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,40,Week 40,5,Friday
30/09/2017,2017,3,Q3,2017 - Q3,9,Sep,17-Sep,40,Week 40,6,Saturday
07/01/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,26,Week 26,7,Sunday
07/02/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,27,Week 27,1,Monday
07/03/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,27,Week 27,2,Tuesday
07/04/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,27,Week 27,3,Wednesday
07/05/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,27,Week 27,4,Thursday
07/06/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,27,Week 27,5,Friday
07/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,27,Week 27,6,Saturday
07/08/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,27,Week 27,7,Sunday
07/09/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,28,Week 28,1,Monday
07/10/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,28,Week 28,2,Tuesday
07/11/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,28,Week 28,3,Wednesday
07/12/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,28,Week 28,4,Thursday
13/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,28,Week 28,5,Friday
14/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,28,Week 28,6,Saturday
15/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,28,Week 28,7,Sunday
16/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,29,Week 29,1,Monday
17/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,29,Week 29,2,Tuesday
18/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,29,Week 29,3,Wednesday
19/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,29,Week 29,4,Thursday
20/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,29,Week 29,5,Friday
21/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,29,Week 29,6,Saturday
22/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,29,Week 29,7,Sunday
23/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,30,Week 30,1,Monday
24/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,30,Week 30,2,Tuesday
25/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,30,Week 30,3,Wednesday
26/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,30,Week 30,4,Thursday
27/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,30,Week 30,5,Friday
28/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,30,Week 30,6,Saturday
29/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,30,Week 30,7,Sunday
30/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,31,Week 31,1,Monday
31/07/2018,2018,3,Q3,2018 - Q3,7,Jul,18-Jul,31,Week 31,2,Tuesday
08/01/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,31,Week 31,3,Wednesday
08/02/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,31,Week 31,4,Thursday
08/03/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,31,Week 31,5,Friday
08/04/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,31,Week 31,6,Saturday
08/05/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,31,Week 31,7,Sunday
08/06/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,32,Week 32,1,Monday
08/07/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,32,Week 32,2,Tuesday
08/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,32,Week 32,3,Wednesday
08/09/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,32,Week 32,4,Thursday
08/10/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,32,Week 32,5,Friday
08/11/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,32,Week 32,6,Saturday
08/12/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,32,Week 32,7,Sunday
13/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,33,Week 33,1,Monday
14/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,33,Week 33,2,Tuesday
15/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,33,Week 33,3,Wednesday
16/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,33,Week 33,4,Thursday
17/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,33,Week 33,5,Friday
18/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,33,Week 33,6,Saturday
19/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,33,Week 33,7,Sunday
20/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,34,Week 34,1,Monday
21/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,34,Week 34,2,Tuesday
22/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,34,Week 34,3,Wednesday
23/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,34,Week 34,4,Thursday
24/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,34,Week 34,5,Friday
25/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,34,Week 34,6,Saturday
26/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,34,Week 34,7,Sunday
27/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,35,Week 35,1,Monday
28/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,35,Week 35,2,Tuesday
29/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,35,Week 35,3,Wednesday
30/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,35,Week 35,4,Thursday
31/08/2018,2018,3,Q3,2018 - Q3,8,Aug,18-Aug,35,Week 35,5,Friday
09/01/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,35,Week 35,6,Saturday
09/02/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,35,Week 35,7,Sunday
09/03/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,36,Week 36,1,Monday
09/04/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,36,Week 36,2,Tuesday
09/05/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,36,Week 36,3,Wednesday
09/06/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,36,Week 36,4,Thursday
09/07/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,36,Week 36,5,Friday
09/08/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,36,Week 36,6,Saturday
09/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,36,Week 36,7,Sunday
09/10/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,37,Week 37,1,Monday
09/11/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,37,Week 37,2,Tuesday
09/12/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,37,Week 37,3,Wednesday
13/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,37,Week 37,4,Thursday
14/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,37,Week 37,5,Friday
15/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,37,Week 37,6,Saturday
16/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,37,Week 37,7,Sunday
17/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,38,Week 38,1,Monday
18/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,38,Week 38,2,Tuesday
19/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,38,Week 38,3,Wednesday
20/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,38,Week 38,4,Thursday
21/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,38,Week 38,5,Friday
22/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,38,Week 38,6,Saturday
23/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,38,Week 38,7,Sunday
24/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,39,Week 39,1,Monday
25/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,39,Week 39,2,Tuesday
26/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,39,Week 39,3,Wednesday
27/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,39,Week 39,4,Thursday
28/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,39,Week 39,5,Friday
29/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,39,Week 39,6,Saturday
30/09/2018,2018,3,Q3,2018 - Q3,9,Sep,18-Sep,39,Week 39,7,Sunday
04/01/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,13,Week 13,7,Sunday
04/02/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,14,Week 14,1,Monday
04/03/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,14,Week 14,2,Tuesday
04/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,14,Week 14,3,Wednesday
04/05/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,14,Week 14,4,Thursday
04/06/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,14,Week 14,5,Friday
04/07/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,14,Week 14,6,Saturday
04/08/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,14,Week 14,7,Sunday
04/09/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,15,Week 15,1,Monday
04/10/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,15,Week 15,2,Tuesday
04/11/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,15,Week 15,3,Wednesday
04/12/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,15,Week 15,4,Thursday
13/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,15,Week 15,5,Friday
14/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,15,Week 15,6,Saturday
15/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,15,Week 15,7,Sunday
16/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,16,Week 16,1,Monday
17/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,16,Week 16,2,Tuesday
18/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,16,Week 16,3,Wednesday
19/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,16,Week 16,4,Thursday
20/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,16,Week 16,5,Friday
21/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,16,Week 16,6,Saturday
22/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,16,Week 16,7,Sunday
23/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,17,Week 17,1,Monday
24/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,17,Week 17,2,Tuesday
25/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,17,Week 17,3,Wednesday
26/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,17,Week 17,4,Thursday
27/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,17,Week 17,5,Friday
28/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,17,Week 17,6,Saturday
29/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,17,Week 17,7,Sunday
30/04/2018,2018,2,Q2,2018 - Q2,4,Apr,18-Apr,18,Week 18,1,Monday
05/01/2018,2018,2,Q2,2018 - Q2,5,May,18-May,18,Week 18,2,Tuesday
05/02/2018,2018,2,Q2,2018 - Q2,5,May,18-May,18,Week 18,3,Wednesday
05/03/2018,2018,2,Q2,2018 - Q2,5,May,18-May,18,Week 18,4,Thursday
05/04/2018,2018,2,Q2,2018 - Q2,5,May,18-May,18,Week 18,5,Friday
05/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,18,Week 18,6,Saturday
05/06/2018,2018,2,Q2,2018 - Q2,5,May,18-May,18,Week 18,7,Sunday
05/07/2018,2018,2,Q2,2018 - Q2,5,May,18-May,19,Week 19,1,Monday
05/08/2018,2018,2,Q2,2018 - Q2,5,May,18-May,19,Week 19,2,Tuesday
05/09/2018,2018,2,Q2,2018 - Q2,5,May,18-May,19,Week 19,3,Wednesday
05/10/2018,2018,2,Q2,2018 - Q2,5,May,18-May,19,Week 19,4,Thursday
05/11/2018,2018,2,Q2,2018 - Q2,5,May,18-May,19,Week 19,5,Friday
05/12/2018,2018,2,Q2,2018 - Q2,5,May,18-May,19,Week 19,6,Saturday
13/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,19,Week 19,7,Sunday
14/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,20,Week 20,1,Monday
15/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,20,Week 20,2,Tuesday
16/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,20,Week 20,3,Wednesday
17/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,20,Week 20,4,Thursday
18/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,20,Week 20,5,Friday
19/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,20,Week 20,6,Saturday
20/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,20,Week 20,7,Sunday
21/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,21,Week 21,1,Monday
22/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,21,Week 21,2,Tuesday
23/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,21,Week 21,3,Wednesday
24/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,21,Week 21,4,Thursday
25/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,21,Week 21,5,Friday
26/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,21,Week 21,6,Saturday
27/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,21,Week 21,7,Sunday
28/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,22,Week 22,1,Monday
29/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,22,Week 22,2,Tuesday
30/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,22,Week 22,3,Wednesday
31/05/2018,2018,2,Q2,2018 - Q2,5,May,18-May,22,Week 22,4,Thursday
06/01/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,22,Week 22,5,Friday
06/02/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,22,Week 22,6,Saturday
06/03/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,22,Week 22,7,Sunday
06/04/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,23,Week 23,1,Monday
06/05/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,23,Week 23,2,Tuesday
06/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,23,Week 23,3,Wednesday
06/07/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,23,Week 23,4,Thursday
06/08/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,23,Week 23,5,Friday
06/09/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,23,Week 23,6,Saturday
06/10/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,23,Week 23,7,Sunday
06/11/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,24,Week 24,1,Monday
06/12/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,24,Week 24,2,Tuesday
13/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,24,Week 24,3,Wednesday
14/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,24,Week 24,4,Thursday
15/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,24,Week 24,5,Friday
16/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,24,Week 24,6,Saturday
17/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,24,Week 24,7,Sunday
18/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,25,Week 25,1,Monday
19/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,25,Week 25,2,Tuesday
20/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,25,Week 25,3,Wednesday
21/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,25,Week 25,4,Thursday
22/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,25,Week 25,5,Friday
23/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,25,Week 25,6,Saturday
24/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,25,Week 25,7,Sunday
25/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,26,Week 26,1,Monday
26/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,26,Week 26,2,Tuesday
27/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,26,Week 26,3,Wednesday
28/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,26,Week 26,4,Thursday
29/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,26,Week 26,5,Friday
30/06/2018,2018,2,Q2,2018 - Q2,6,Jun,18-Jun,26,Week 26,6,Saturday
10/01/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,40,Week 40,1,Monday
10/02/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,40,Week 40,2,Tuesday
10/03/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,40,Week 40,3,Wednesday
10/04/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,40,Week 40,4,Thursday
10/05/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,40,Week 40,5,Friday
10/06/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,40,Week 40,6,Saturday
10/07/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,40,Week 40,7,Sunday
10/08/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,41,Week 41,1,Monday
10/09/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,41,Week 41,2,Tuesday
10/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,41,Week 41,3,Wednesday
10/11/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,41,Week 41,4,Thursday
10/12/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,41,Week 41,5,Friday
13/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,41,Week 41,6,Saturday
14/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,41,Week 41,7,Sunday
15/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,42,Week 42,1,Monday
16/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,42,Week 42,2,Tuesday
17/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,42,Week 42,3,Wednesday
18/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,42,Week 42,4,Thursday
19/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,42,Week 42,5,Friday
20/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,42,Week 42,6,Saturday
21/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,42,Week 42,7,Sunday
22/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,43,Week 43,1,Monday
23/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,43,Week 43,2,Tuesday
24/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,43,Week 43,3,Wednesday
25/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,43,Week 43,4,Thursday
26/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,43,Week 43,5,Friday
27/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,43,Week 43,6,Saturday
28/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,43,Week 43,7,Sunday
29/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,44,Week 44,1,Monday
30/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,44,Week 44,2,Tuesday
31/10/2018,2018,4,Q4,2018 - Q4,10,Oct,18-Oct,44,Week 44,3,Wednesday
11/01/2018,2018,4,Q4,2018 - Q4,11,Nov,18-Nov,44,Week 44,4,Thursday
11/02/2018,2018,4,Q4,2018 - Q4,11,Nov,18-Nov,44,Week 44,5,Friday
11/03/2018,2018,4,Q4,2018 - Q4,11,Nov,18-Nov,44,Week 44,6,Saturday
11/04/2018,2018,4,Q4,2018 - Q4,11,Nov,18-Nov,44,Week 44,7,Sunday
11/05/2018,2018,4,Q4,2018 - Q4,11,Nov,18-Nov,45,Week 45,1,Monday
11/06/2018,2018,4,Q4,2018 - Q4,11,Nov,18-Nov,45,Week 45,2,Tuesday
